visit_id,client_id,Variation,successful_visit,step_count,visit_duration,confirm,start,step_1,step_2,step_3
449163651_16133418882_983067,1685052,Test,True,9,220.0,1,1,1,3,3
449175885_2892486946_712210,5754907,Control,False,1,0.0,0,1,0,0,0
449231613_62641523027_118685,4937035,Control,False,1,0.0,0,1,0,0,0
449257464_90546562005_610846,1643533,Control,False,2,4.0,0,1,1,0,0
449268687_37406936311_711001,319800,Test,False,1,0.0,0,1,0,0,0
449289891_5492813232_419752,1887531,Test,True,5,177.0,1,1,1,1,1
449308007_89895323750_748730,6439467,Test,True,6,224.0,1,1,2,1,1
449311983_29453695477_795608,2346755,Test,True,5,93.0,1,1,1,1,1
449335912_64610675383_620514,3685926,Control,False,1,0.0,0,1,0,0,0
449360174_81321557844_906893,8197150,Test,False,1,0.0,0,1,0,0,0
44939230_26171327867_121025,3828521,Test,False,1,0.0,1,0,0,0,0
449419046_57633296910_626796,7524965,Test,False,1,0.0,1,0,0,0,0
449422231_32299088023_108067,5667006,Test,True,5,70.0,1,1,1,1,1
449429519_31380706963_533493,9587188,Control,False,1,0.0,0,1,0,0,0
449471539_7069283805_936918,242019,Control,False,5,172.0,0,1,2,1,1
449475372_81156432346_59217,3784712,Test,True,5,147.0,1,1,1,1,1
449492139_68190632660_285337,7343267,Control,False,1,0.0,0,1,0,0,0
449497964_97802689051_752832,4340493,Test,True,5,285.0,1,1,1,1,1
449500329_36539660705_885018,3059043,Test,False,1,0.0,1,0,0,0,0
449511076_39581579937_138400,5283609,Test,False,3,52.0,0,1,1,1,0
449516485_99008401053_992473,363461,Control,False,1,0.0,1,0,0,0,0
449547444_56682935240_918032,3206026,Test,False,1,0.0,0,1,0,0,0
449561540_69325549298_848897,6501980,Control,False,1,0.0,0,1,0,0,0
449573378_98161800661_49517,3987597,Control,False,1,0.0,0,1,0,0,0
449574350_70405476135_606293,6529806,Control,False,1,0.0,0,1,0,0,0
449575275_49112070261_541062,8156778,Test,True,5,85.0,1,1,1,1,1
449595082_40403736246_236633,6018486,Test,False,4,54.0,0,1,2,1,0
449597799_87248231917_482130,4501679,Control,True,5,185.0,1,1,1,1,1
449601619_81326955599_289069,471520,Control,True,5,189.0,1,1,1,1,1
449615544_98679008316_38156,7872965,Test,True,5,156.0,1,1,1,1,1
449644595_27346698169_449154,9262413,Control,True,5,238.0,1,1,1,1,1
449651773_15766603293_319406,8548007,Control,False,4,84.0,0,1,1,1,1
449704018_37985665718_778342,1854993,Test,False,1,0.0,1,0,0,0,0
449705446_77999686507_933175,4676712,Test,False,1,0.0,1,0,0,0,0
449706688_96532749524_984714,9066145,Control,True,5,381.0,1,1,1,1,1
449707155_77863126896_734057,5794080,Test,False,1,0.0,1,0,0,0,0
449723022_31088401661_866226,3290498,Control,True,5,320.0,1,1,1,1,1
449724364_93568447409_161580,6692452,Test,False,3,64.0,0,1,1,1,0
449764175_21231135175_556851,6131516,Test,False,8,223.0,0,1,4,2,1
449766085_3447134595_55727,3346525,Test,False,4,109.0,0,1,1,1,1
449779446_99989125509_646703,9369989,Test,True,5,109.0,1,1,1,1,1
449779956_38370661485_144951,5408932,Test,False,1,0.0,1,0,0,0,0
449781325_18381898952_275991,5373253,Control,False,1,0.0,0,1,0,0,0
449808276_25896250672_684581,5462870,Control,False,4,147.0,0,1,1,1,1
449834755_49541768666_176053,8631976,Test,False,1,0.0,1,0,0,0,0
449840984_16674203079_297578,9439137,Test,True,5,139.0,1,1,1,1,1
449858630_76128334909_975652,9029171,Test,True,5,198.0,1,1,1,1,1
449859896_25535755081_481928,4587107,Control,True,5,177.0,1,1,1,1,1
449905447_32537758414_802070,3837497,Test,False,1,0.0,0,1,0,0,0
449911178_71767732151_717031,1834743,Control,False,2,64.0,0,1,1,0,0
449912383_613059859_734271,8363051,Test,False,1,0.0,1,0,0,0,0
449963317_29733093919_626566,844162,Control,False,2,35.0,0,1,1,0,0
449972479_57407920423_980058,6428991,Control,False,2,22.0,0,1,1,0,0
450010860_67868891575_589449,4620698,Test,True,5,89.0,1,1,1,1,1
450040887_66766080085_132480,1450142,Control,False,7,383.0,0,1,2,2,2
450089223_16767628636_771632,1461086,Test,False,6,166.0,0,1,1,2,2
450094297_28928653818_891818,6446475,Control,True,5,72.0,1,1,1,1,1
450105139_58346003366_986562,1333586,Control,False,1,0.0,0,1,0,0,0
450141216_95844094495_736826,2917410,Control,True,5,132.0,1,1,1,1,1
450163403_64310704340_160016,7902372,Test,True,5,149.0,1,1,1,1,1
450170414_89959525857_338733,4570959,Control,False,1,0.0,0,1,0,0,0
450197943_243575330_369969,1783016,Control,True,5,204.0,1,1,1,1,1
450211504_1808861685_737914,9799395,Control,False,1,0.0,0,1,0,0,0
450223076_1270239040_103471,48724,Test,True,5,144.0,1,1,1,1,1
450238163_90001688505_173859,3008682,Test,False,2,45.0,0,1,1,0,0
45024559_86868629020_88681,4269715,Test,True,5,145.0,1,1,1,1,1
450251332_80508216600_529068,3106914,Control,True,8,218.0,1,1,2,2,2
450264923_3434292651_969565,4365588,Control,False,1,0.0,0,1,0,0,0
450277080_86674410270_366424,4316349,Test,False,4,58.0,0,1,1,1,1
450280999_3627239180_77178,1526732,Control,False,1,0.0,0,1,0,0,0
450290120_15175476230_29301,1986592,Control,True,8,150.0,1,1,2,2,2
450306240_83259208823_439855,9611285,Test,False,1,0.0,1,0,0,0,0
450398280_23714963395_110684,7848377,Control,False,4,120.0,0,1,1,1,1
450403184_48631178270_42513,7235377,Control,False,6,335.0,0,1,1,1,3
450410535_5834200312_699911,2467879,Test,True,5,345.0,1,1,1,1,1
450410593_619087688_663429,812876,Control,False,1,0.0,0,1,0,0,0
450430362_76417925916_482656,8630873,Control,True,5,362.0,1,1,1,1,1
450447316_3650826739_531124,7462324,Control,True,5,242.0,1,1,1,1,1
45045329_95563133663_898567,1145797,Test,False,6,135.0,0,1,2,3,0
450457478_60239359446_610697,2787673,Control,False,2,17.0,0,1,1,0,0
45045780_82368591325_178193,8161973,Control,False,2,16.0,0,1,1,0,0
450484280_12156802734_584716,7846757,Control,False,1,0.0,0,1,0,0,0
450505427_71954423899_138351,7862700,Test,True,5,132.0,1,1,1,1,1
450507298_47820072086_829096,5567038,Test,True,5,297.0,1,1,1,1,1
450525287_10815026650_748027,1584495,Control,False,3,48.0,0,1,1,1,0
450537752_31861886787_637678,3390482,Test,True,5,228.0,1,1,1,1,1
450540214_68658826211_99360,3752193,Control,False,1,0.0,0,1,0,0,0
450545110_74454355665_984365,9747131,Test,True,5,149.0,1,1,1,1,1
450548032_25774192740_959872,7494704,Test,False,6,151.0,0,1,2,2,1
450557148_29873864848_313336,270173,Test,True,5,80.0,1,1,1,1,1
450579457_62053331774_968797,8964788,Test,True,6,338.0,1,1,2,1,1
450596455_64437275913_454304,4514754,Control,True,5,320.0,1,1,1,1,1
45060447_50844300266_706318,7652076,Test,True,5,183.0,1,1,1,1,1
450605387_21770036296_578979,8638273,Control,True,8,555.0,1,1,2,2,2
45061969_43290641225_572728,7267111,Control,True,5,221.0,1,1,1,1,1
45063062_56458018497_253615,9767681,Control,True,5,272.0,1,1,1,1,1
450637205_57424274147_976115,7390054,Control,False,2,31.0,0,1,1,0,0
450643244_67308178822_243505,7872876,Test,True,5,169.0,1,1,1,1,1
450644003_45999973708_254121,6596822,Test,True,5,310.0,1,1,1,1,1
450645342_60036736113_602047,4669997,Test,False,1,0.0,1,0,0,0,0
450647332_24428259108_79468,7341353,Test,False,4,281.0,0,1,1,1,1
450676963_2332050906_615192,7638825,Control,True,7,123.0,1,1,1,1,3
450714368_84304235617_21769,6770783,Test,True,5,109.0,1,1,1,1,1
450722004_30734166171_153200,8017988,Test,False,3,13.0,0,1,1,1,0
450726384_10396659306_822456,8404715,Test,False,1,0.0,0,1,0,0,0
450731444_31430055883_695073,2528961,Test,True,7,290.0,1,1,2,2,1
450747397_72740740715_802654,6146877,Test,True,7,298.0,1,1,2,2,1
450769737_85895969684_982365,7201275,Control,False,1,0.0,0,1,0,0,0
450793996_87434953763_17177,6448567,Control,True,5,262.0,1,1,1,1,1
45079503_15540380558_917172,7816954,Test,False,4,189.0,0,1,1,1,1
450801324_36720033776_743112,9447077,Test,False,1,0.0,0,1,0,0,0
450816500_26597566756_482672,9319596,Control,True,15,835.0,1,1,2,6,5
450841584_93355302016_986695,8348173,Test,False,1,0.0,0,1,0,0,0
450844645_83832542449_505562,2590254,Test,False,4,45.0,0,1,1,1,1
450863560_26889367015_645926,3357235,Test,True,9,212.0,1,1,1,3,3
450874908_93270666912_572010,2209920,Test,True,5,96.0,1,1,1,1,1
450898297_85429629407_78467,472271,Control,False,1,0.0,0,1,0,0,0
450913090_23962906971_257112,7244004,Test,True,5,217.0,1,1,1,1,1
450922233_45490404997_180351,6243234,Control,False,1,0.0,0,1,0,0,0
450937034_66098075072_877304,7270022,Control,False,1,0.0,0,1,0,0,0
450937205_7339574495_4851,8125631,Test,True,5,222.0,1,1,1,1,1
450943380_57849030408_288344,1997374,Test,False,4,33.0,0,1,2,1,0
45096549_55282368091_152988,5352734,Control,True,5,248.0,1,1,1,1,1
450968798_68697519079_630628,5036234,Control,True,5,125.0,1,1,1,1,1
450980575_12824040842_316725,6589373,Test,False,3,58.0,0,1,1,1,0
450998336_75383343560_145848,8531945,Test,True,5,134.0,1,1,1,1,1
451007426_63590271786_658014,1454516,Test,False,2,124.0,0,1,1,0,0
451041420_91587252988_357199,1866710,Test,True,5,270.0,1,1,1,1,1
451075758_35417491874_101988,8440209,Control,True,5,218.0,1,1,1,1,1
451079717_87111491295_691296,7377791,Control,False,1,0.0,0,1,0,0,0
451081108_49484783036_565014,9255894,Test,True,5,49.0,1,1,1,1,1
451090616_79532746086_389824,8996903,Test,True,5,181.0,1,1,1,1,1
45109242_5779029136_166823,3316734,Test,False,6,180.0,0,1,3,2,0
451106897_34415325254_383866,4989797,Test,False,1,0.0,0,1,0,0,0
451108951_98980504100_827884,2523566,Test,False,1,0.0,1,0,0,0,0
451111937_54352053576_631431,8245786,Test,True,5,195.0,1,1,1,1,1
451133871_65018805473_172283,2947592,Test,False,1,0.0,0,1,0,0,0
45116108_99715212941_207351,5579315,Test,False,3,17.0,0,1,1,1,0
45116370_8478165336_905495,7608061,Test,True,6,170.0,1,1,2,1,1
451168438_24937863599_225504,1748012,Control,False,3,239.0,0,1,1,1,0
451208324_37262772936_927901,3851221,Control,False,4,132.0,0,1,1,1,1
451210462_27504633815_645145,2603643,Control,False,4,226.0,1,0,1,1,1
451224984_55344220807_574641,480458,Test,True,5,112.0,1,1,1,1,1
451250622_52525916242_166074,4423795,Control,False,4,185.0,0,1,2,1,0
451261135_36968637599_399831,7169276,Control,False,1,0.0,0,1,0,0,0
451316158_97286608871_590343,9314054,Control,True,5,386.0,1,1,1,1,1
451343419_78561129774_372780,6926499,Control,False,1,0.0,0,1,0,0,0
451369712_31419758087_859273,6383888,Control,True,5,208.0,1,1,1,1,1
451381099_667154459_169062,5322875,Control,False,3,16.0,0,1,1,1,0
451385511_33897320550_120207,9165216,Control,False,1,0.0,0,1,0,0,0
451385810_50340127680_318047,4025195,Control,False,1,0.0,0,1,0,0,0
451392391_68236185102_413511,9913653,Control,True,5,132.0,1,1,1,1,1
451408531_36340628437_764304,9367319,Control,True,5,346.0,1,1,1,1,1
451424228_93664753687_286083,9566239,Test,True,5,411.0,1,1,1,1,1
45148002_66628682470_321188,4720168,Control,False,2,5.0,0,1,1,0,0
451490149_44232282607_20131,5308804,Control,True,5,317.0,1,1,1,1,1
451491252_98364469563_621785,4967784,Test,True,5,138.0,1,1,1,1,1
451500666_2825608562_547744,5553120,Test,False,1,0.0,0,1,0,0,0
451519811_11698678770_891562,717217,Test,False,1,0.0,1,0,0,0,0
45155395_76569524588_546763,8424752,Control,True,5,508.0,1,1,1,1,1
451576701_73739652878_105068,4204881,Control,False,1,0.0,0,1,0,0,0
451596601_54394450490_669298,9833588,Test,False,1,0.0,1,0,0,0,0
451602409_83062733557_443472,9702626,Control,False,3,43.0,0,1,1,1,0
451621390_43281937701_407768,5452857,Test,False,3,55.0,0,1,1,1,0
451626749_53563880240_503791,8308363,Test,True,5,196.0,1,1,1,1,1
451660780_96066467869_874313,751262,Test,False,1,0.0,0,1,0,0,0
451689183_80566635418_850823,4025570,Test,False,2,25.0,0,1,1,0,0
451713780_76168709430_748001,4507847,Test,True,5,128.0,1,1,1,1,1
451717771_98687717039_17778,1031166,Control,True,6,205.0,1,1,1,2,1
451768941_51150781976_494950,6764466,Control,True,5,108.0,1,1,1,1,1
451770774_84708303378_400053,5888321,Test,True,5,239.0,1,1,1,1,1
45180691_78262411146_184507,7259678,Control,True,6,482.0,1,1,1,2,1
451811817_84380249387_305604,9916,Test,False,2,24.0,1,0,0,0,1
451820457_72343872811_591547,8240400,Control,False,6,123.0,0,1,1,2,2
451860645_51986976003_671260,30318,Test,False,2,67.0,0,1,1,0,0
451873798_78533008285_148680,6139333,Test,False,1,0.0,0,1,0,0,0
451876464_67697523903_879691,3641229,Test,True,5,87.0,1,1,1,1,1
451911641_99861463401_661732,3351589,Control,True,5,127.0,1,1,1,1,1
45191597_86573281824_441762,6279719,Control,True,5,148.0,1,1,1,1,1
451920753_82347448219_211703,1745768,Test,True,5,153.0,1,1,1,1,1
451932617_25051489333_169529,3646492,Test,False,1,0.0,0,1,0,0,0
45193420_9376436872_403510,9981611,Control,False,6,157.0,0,1,3,1,1
451949964_86374799787_612018,6488291,Test,False,5,106.0,0,1,2,2,0
452041114_21451814747_536852,4502570,Test,False,3,64.0,0,1,1,1,0
452047918_58275921716_674892,7826041,Control,False,1,0.0,1,0,0,0,0
452055951_45064330986_167204,6992079,Control,False,1,0.0,0,1,0,0,0
452082852_63974662651_165816,8084373,Control,False,2,169.0,1,0,0,0,1
452097702_23546496653_307329,2975991,Test,False,3,37.0,0,1,1,1,0
452115909_22985887834_418896,352659,Test,False,1,0.0,0,1,0,0,0
452155060_81860987666_337651,2079408,Test,True,5,331.0,1,1,1,1,1
452155886_70346418186_736003,978067,Test,True,5,194.0,1,1,1,1,1
452196084_12050818616_736358,9667799,Test,True,5,148.0,1,1,1,1,1
452231917_42139991029_537310,4172387,Test,False,2,12.0,0,1,1,0,0
452255043_6600127466_983815,5015182,Control,False,1,0.0,0,1,0,0,0
452295567_56350925630_932925,6856197,Test,True,5,266.0,1,1,1,1,1
452303447_81046538216_969258,6280103,Control,True,9,232.0,1,1,3,2,2
45231775_48661570282_563339,945176,Control,False,1,0.0,0,1,0,0,0
452332717_75452426589_119505,1076900,Control,False,2,23.0,0,1,1,0,0
452360038_21345245327_147388,846806,Control,False,3,34.0,0,1,1,1,0
452386938_37572022387_837950,8556804,Control,True,5,253.0,1,1,1,1,1
452400098_91589381081_693805,6518238,Test,True,5,305.0,1,1,1,1,1
452436943_27324315360_526205,1168766,Control,False,1,0.0,0,1,0,0,0
452445087_14113661805_187214,6144296,Control,True,7,224.0,1,1,1,2,2
452487715_97156500244_216777,440275,Test,False,1,0.0,0,1,0,0,0
452517843_94767139074_976980,1602451,Control,False,1,0.0,0,1,0,0,0
452605360_52066205775_788336,1678227,Control,False,3,13.0,0,1,1,1,0
452607913_68957266324_424182,1866350,Control,False,1,0.0,0,1,0,0,0
452612452_13386548548_876450,2996184,Control,False,1,0.0,1,0,0,0,0
452615375_9338929428_842814,1044199,Test,False,1,0.0,1,0,0,0,0
452621682_4576689110_348045,9635650,Test,False,1,0.0,0,1,0,0,0
452642269_56932017787_854195,689179,Control,True,5,117.0,1,1,1,1,1
452645180_349523916_596795,8081340,Test,False,3,31.0,0,1,1,1,0
452664224_1179724841_592461,3882419,Control,False,3,160.0,0,1,1,1,0
452667585_68587615099_78161,135917,Test,True,5,193.0,1,1,1,1,1
452672827_19717359581_229802,1294488,Test,False,1,0.0,0,1,0,0,0
452716291_19665928688_356660,2444894,Control,True,5,166.0,1,1,1,1,1
45274265_80732385995_30034,1396504,Test,False,1,0.0,1,0,0,0,0
452749782_83366316950_176596,9648575,Test,True,5,109.0,1,1,1,1,1
452773588_23060056247_305099,9682478,Control,False,2,10.0,0,1,1,0,0
452784540_27907770905_546629,120872,Control,False,2,25.0,0,1,1,0,0
452786854_10013990269_99843,5485527,Test,True,5,112.0,1,1,1,1,1
452805521_87882446999_79997,9688197,Test,False,6,199.0,1,0,2,2,1
452808074_98784517973_393243,5176605,Control,False,3,19.0,0,1,2,0,0
452833464_24783720986_47335,3550672,Test,True,6,253.0,1,1,2,1,1
452841500_26352024022_559792,9978851,Control,False,1,0.0,0,1,0,0,0
4528483_18542677360_569048,1360394,Control,False,1,0.0,0,1,0,0,0
452871747_93842940738_868539,1095564,Control,False,2,6.0,0,1,1,0,0
452881609_58955845939_191454,5652852,Test,True,5,221.0,1,1,1,1,1
452894617_81413297199_894211,4328965,Test,True,5,163.0,1,1,1,1,1
452935005_93166703499_114637,6340165,Test,False,4,116.0,0,1,1,1,1
452949964_47054165727_12606,8829608,Control,False,1,0.0,0,1,0,0,0
452965680_18579470651_186995,9358513,Control,False,1,0.0,0,1,0,0,0
452977722_2181955367_451235,2528365,Test,False,3,69.0,0,1,1,1,0
452986423_88297081518_781923,3160385,Control,False,1,0.0,1,0,0,0,0
453010675_97924581463_354474,3128351,Test,False,1,0.0,1,0,0,0,0
453035836_13023198952_974185,4089647,Control,True,5,283.0,1,1,1,1,1
453062701_21139251848_260092,4540939,Control,False,1,0.0,0,1,0,0,0
453077131_15585428214_845282,1441587,Test,True,5,281.0,1,1,1,1,1
453091480_13919657001_892208,632711,Control,True,5,123.0,1,1,1,1,1
453098002_55762549455_246300,4359763,Control,False,1,0.0,0,1,0,0,0
453124550_61359894499_595080,3761114,Test,False,4,194.0,0,1,1,1,1
453151048_97815432130_527300,9704091,Test,True,5,130.0,1,1,1,1,1
453154052_2002245638_58802,3194331,Control,True,7,190.0,1,1,1,2,2
453163399_35460995461_274132,4412028,Test,True,5,119.0,1,1,1,1,1
453171675_9828866646_566545,866150,Control,True,7,239.0,1,1,1,2,2
453181483_91173848892_31216,1860982,Test,True,5,132.0,1,1,1,1,1
453200325_26892973446_183159,2480299,Test,False,1,0.0,0,1,0,0,0
453227291_75860292512_158972,7444846,Test,False,1,0.0,1,0,0,0,0
453236098_27396795298_819657,6395301,Test,False,1,0.0,0,1,0,0,0
453242559_65821827909_661668,8916884,Test,False,2,7.0,0,1,1,0,0
453265500_94028758041_551741,3729716,Test,False,1,0.0,0,1,0,0,0
453322163_22632459765_908789,7528628,Test,False,1,0.0,0,1,0,0,0
453355656_36292992513_614073,6389358,Test,False,1,0.0,0,1,0,0,0
453367670_45550833576_977347,7691314,Test,False,2,18.0,0,1,1,0,0
453370100_47765115760_654254,2419159,Test,False,9,130.0,0,1,3,3,2
453371614_56737343637_991947,8050505,Control,False,1,0.0,0,1,0,0,0
453380384_76641307260_302502,3536336,Control,True,5,263.0,1,1,1,1,1
453391871_99356520684_6132,6002633,Test,False,1,0.0,0,1,0,0,0
45342003_10891759374_215312,5930137,Test,True,5,191.0,1,1,1,1,1
453472118_4108186055_39069,3655964,Test,False,1,0.0,0,1,0,0,0
453518490_50638350343_114543,8697847,Test,True,5,137.0,1,1,1,1,1
453524654_49042112929_342518,1938076,Test,False,1,0.0,1,0,0,0,0
453540494_92841501966_322887,6835222,Control,False,3,43.0,0,1,1,1,0
453541728_54943847282_208075,391167,Test,False,5,333.0,0,1,2,1,1
453545103_41036479491_408117,2027427,Control,False,3,44.0,0,1,1,1,0
453555823_48842861967_693864,9937888,Test,True,5,121.0,1,1,1,1,1
453566971_35066003293_380287,8292253,Test,False,3,16.0,0,1,1,1,0
453567266_28410391807_995886,7385788,Test,True,5,191.0,1,1,1,1,1
453579398_84851937214_345340,7824239,Test,False,2,27.0,1,0,0,0,1
453588514_30151786679_464162,9884605,Control,False,1,0.0,0,1,0,0,0
453591230_9497045603_764990,5268329,Test,True,7,194.0,1,1,2,2,1
453595418_29357853734_470925,5520072,Control,False,1,0.0,0,1,0,0,0
453595556_25355310193_731014,399707,Test,True,5,225.0,1,1,1,1,1
453651770_47621694091_505534,3376992,Test,False,4,62.0,0,1,1,1,1
4536615_90800046871_72545,2839498,Test,False,1,0.0,0,1,0,0,0
45367852_92685453615_756813,1264091,Test,False,6,143.0,0,1,2,2,1
453714936_46029591928_749504,1391264,Test,True,5,98.0,1,1,1,1,1
453723487_54897207229_245811,5470976,Test,True,5,78.0,1,1,1,1,1
453735609_51589473546_932402,6929446,Test,False,4,107.0,0,1,1,1,1
453741433_78581806143_172300,3329377,Control,True,7,377.0,1,1,1,2,2
453742927_36113409603_843779,710837,Test,True,5,130.0,1,1,1,1,1
453763118_47756998288_885386,4522046,Test,True,6,212.0,1,1,2,1,1
453764980_13600265258_128102,6305905,Control,False,6,267.0,0,1,2,2,1
453768488_12561219982_974662,1192394,Control,True,5,428.0,1,1,1,1,1
453771071_22963646844_967279,6334070,Control,False,2,5.0,0,1,1,0,0
453776915_49419737468_588433,9500752,Test,True,5,406.0,1,1,1,1,1
453797851_7322946716_197095,5308409,Control,True,5,336.0,1,1,1,1,1
453803480_3959491_599284,722886,Control,False,3,16.0,0,1,1,1,0
453825894_94514665480_231898,960724,Test,True,5,61.0,1,1,1,1,1
453828198_23040403092_697358,2811304,Test,False,2,14.0,0,1,1,0,0
453841229_98251799437_973097,4938573,Control,True,5,137.0,1,1,1,1,1
453852758_13057151388_427195,4333686,Control,True,5,191.0,1,1,1,1,1
453861980_76257450018_729290,9138551,Test,False,6,316.0,0,1,3,1,1
453972984_98353917091_473851,941279,Control,True,5,283.0,1,1,1,1,1
453974349_78561458125_707183,7327619,Test,True,5,312.0,1,1,1,1,1
453996591_11974687930_62004,1774638,Control,True,8,336.0,1,1,3,2,1
454010319_64526527904_696822,4848547,Control,False,1,0.0,0,1,0,0,0
454019514_78013486123_646833,6028338,Control,False,1,0.0,0,1,0,0,0
45402961_70607377798_412323,6087610,Test,True,5,250.0,1,1,1,1,1
4540357_73272402202_335386,8704638,Test,True,6,226.0,1,1,2,1,1
454067033_13193493809_438014,3522919,Test,True,5,379.0,1,1,1,1,1
454068393_34488878164_661433,4417681,Control,True,5,156.0,1,1,1,1,1
454071003_29629200805_732732,9217864,Test,False,1,0.0,0,1,0,0,0
454071778_28434226234_45490,3274870,Control,False,1,0.0,0,1,0,0,0
454110112_59538418681_79862,9283102,Test,False,1,0.0,0,1,0,0,0
454125122_64676015785_530565,9978868,Test,True,5,330.0,1,1,1,1,1
454149790_65878369623_413285,838364,Control,False,2,5.0,0,1,1,0,0
454168601_59644966046_90279,6320252,Test,True,5,151.0,1,1,1,1,1
45419624_65729787274_866968,4638445,Control,True,5,233.0,1,1,1,1,1
45420233_94087626800_627008,2993545,Test,False,1,0.0,0,1,0,0,0
45425674_12808387714_561827,5999506,Control,True,5,193.0,1,1,1,1,1
45425676_63902191902_399020,7769078,Control,True,5,277.0,1,1,1,1,1
454295212_10535381449_690142,3629628,Test,False,1,0.0,0,1,0,0,0
454305848_13132710057_28079,5776273,Control,True,11,374.0,1,1,1,3,5
454340566_3623039592_311393,6715249,Test,False,2,175.0,1,0,0,0,1
454355074_42959283908_712284,3220754,Test,False,1,0.0,0,1,0,0,0
454397328_48909734130_851155,3322967,Test,False,1,0.0,0,1,0,0,0
454423043_73789478140_859004,5305116,Control,False,1,0.0,0,1,0,0,0
454426268_60516544311_778287,5315856,Test,False,3,18.0,0,1,1,1,0
454428570_47224839657_68535,3605980,Control,True,5,367.0,1,1,1,1,1
454433539_76899141932_474038,2745943,Test,False,5,173.0,1,1,1,1,1
454448045_32244329295_127544,7142986,Test,True,5,86.0,1,1,1,1,1
454450231_50534135187_334642,2811417,Test,False,4,108.0,0,1,1,1,1
454463958_37311665729_255154,7775561,Control,False,2,14.0,0,1,1,0,0
454604391_50836646704_703042,4690774,Test,False,1,0.0,0,1,0,0,0
454616011_14454788847_777370,3836346,Control,True,5,200.0,1,1,1,1,1
454689872_93608845268_889647,2758274,Test,False,1,0.0,0,1,0,0,0
454712685_41383833331_741853,3825423,Test,False,1,0.0,1,0,0,0,0
454719118_55285256922_865391,3480090,Control,True,5,243.0,1,1,1,1,1
454722718_13272421788_767101,1192815,Control,False,2,34.0,0,1,1,0,0
454726437_64663039272_800200,8450389,Test,False,1,0.0,1,0,0,0,0
454734161_6652314214_592163,5884125,Control,False,4,100.0,0,1,1,1,1
454742742_30339997172_909658,8041338,Test,False,2,79.0,0,1,1,0,0
454743461_7079842752_279144,1721774,Control,True,5,134.0,1,1,1,1,1
454773948_92060042393_359673,7060117,Test,True,5,269.0,1,1,1,1,1
454788838_91673331575_977874,7450096,Control,False,1,0.0,0,1,0,0,0
454808651_73975030455_203073,7121375,Test,False,4,159.0,0,1,3,0,0
454828907_77292730092_269419,4804996,Test,False,2,18.0,0,1,1,0,0
454833740_78234860123_745189,8565387,Test,False,1,0.0,1,0,0,0,0
454847939_15637135823_286685,2783261,Test,True,5,206.0,1,1,1,1,1
454861266_35633819092_933439,2732545,Test,True,6,133.0,1,1,2,1,1
454873391_39715108398_638560,6541730,Test,False,1,0.0,1,0,0,0,0
454879305_29180691589_36007,1732770,Control,False,1,0.0,0,1,0,0,0
45488901_55233963227_1157,9684490,Test,False,1,0.0,1,0,0,0,0
454896025_11535137670_137168,5908745,Control,False,4,73.0,0,1,2,1,0
454929895_80888210029_410621,8624830,Test,False,1,0.0,1,0,0,0,0
454932232_84709776661_844158,3367386,Test,True,11,349.0,1,1,1,4,4
454944614_83095919710_373869,8866119,Test,True,5,230.0,1,1,1,1,1
455005909_65043479119_59179,1419647,Control,True,5,153.0,1,1,1,1,1
455020168_22561725455_662621,9112160,Test,False,1,0.0,1,0,0,0,0
455025177_29715317851_662236,9237145,Control,False,1,0.0,0,1,0,0,0
455025324_29872718466_265323,8794692,Test,False,1,0.0,1,0,0,0,0
455057053_21990619268_92226,3019314,Control,True,9,439.0,1,1,1,3,3
455058155_16198390034_213321,4071492,Control,False,2,6.0,0,1,1,0,0
45507128_34341429726_992551,879034,Test,True,7,139.0,1,1,2,2,1
455104567_39065665801_59427,4064683,Control,False,1,0.0,1,0,0,0,0
455107065_66903255316_575444,1038683,Control,False,2,16.0,0,1,1,0,0
455111470_20048157816_406066,5902055,Test,False,11,503.0,0,1,4,4,2
455120715_51188874686_459646,1538765,Test,True,5,91.0,1,1,1,1,1
455150011_88105912488_470888,6303538,Control,False,1,0.0,0,1,0,0,0
45515206_78483171943_353000,5868409,Control,False,1,0.0,1,0,0,0,0
45519936_92498624012_472663,998727,Control,True,6,296.0,1,1,2,1,1
455200474_39679394230_709961,2289925,Control,False,1,0.0,0,1,0,0,0
455244465_71344516783_224992,3376992,Test,False,4,189.0,0,1,1,1,1
455248878_88574346783_723642,6685352,Control,False,2,12.0,0,1,1,0,0
455270468_34061938577_737124,3254514,Test,True,5,190.0,1,1,1,1,1
45527593_21962982244_596750,8083799,Control,False,2,23.0,0,1,1,0,0
455279749_24667001657_161946,4817478,Test,False,1,0.0,0,1,0,0,0
455321887_83290284621_930632,4090544,Test,False,3,185.0,0,1,1,1,0
455325657_92522973681_60334,3012216,Test,False,1,0.0,0,1,0,0,0
455326507_16935474141_628898,5849432,Control,True,5,69.0,1,1,1,1,1
455345383_98797374650_95650,9748860,Control,False,2,17.0,0,1,1,0,0
455376479_78185778048_769073,9219098,Control,False,2,46.0,0,1,1,0,0
455378133_13945067768_637305,1162773,Test,False,1,0.0,0,1,0,0,0
455381485_33571137735_440035,584291,Control,False,3,14.0,0,1,1,1,0
455383050_17387350120_656514,1772370,Control,False,1,0.0,0,1,0,0,0
455391629_86673654876_412325,8844038,Control,False,3,25.0,0,1,1,1,0
455412103_15265967862_410551,9703028,Control,True,5,167.0,1,1,1,1,1
